Instance,original clu. VIG,original clu. LIG,original mod. VIG,original mod. LIG,original mod. VCG,original mod. LCG,original parity,parFalse_maskNone clu. VIG,parFalse_maskNone clu. LIG,parFalse_maskNone mod. VIG,parFalse_maskNone mod. LIG,parFalse_maskNone mod. VCG,parFalse_maskNone mod. LCG,parFalse_maskNone parity,parFalse_maskclause clu. VIG,parFalse_maskclause clu. LIG,parFalse_maskclause mod. VIG,parFalse_maskclause mod. LIG,parFalse_maskclause mod. VCG,parFalse_maskclause mod. LCG,parFalse_maskclause parity,parFalse_maskvar clu. VIG,parFalse_maskvar clu. LIG,parFalse_maskvar mod. VIG,parFalse_maskvar mod. LIG,parFalse_maskvar mod. VCG,parFalse_maskvar mod. LCG,parFalse_maskvar parity,"parFalse_mask['clause', 'var'] clu. VIG","parFalse_mask['clause', 'var'] clu. LIG","parFalse_mask['clause', 'var'] mod. VIG","parFalse_mask['clause', 'var'] mod. LIG","parFalse_mask['clause', 'var'] mod. VCG","parFalse_mask['clause', 'var'] mod. LCG","parFalse_mask['clause', 'var'] parity",parTrue_maskNone clu. VIG,parTrue_maskNone clu. LIG,parTrue_maskNone mod. VIG,parTrue_maskNone mod. LIG,parTrue_maskNone mod. VCG,parTrue_maskNone mod. LCG,parTrue_maskNone parity,parTrue_maskclause clu. VIG,parTrue_maskclause clu. LIG,parTrue_maskclause mod. VIG,parTrue_maskclause mod. LIG,parTrue_maskclause mod. VCG,parTrue_maskclause mod. LCG,parTrue_maskclause parity,parTrue_maskvar clu. VIG,parTrue_maskvar clu. LIG,parTrue_maskvar mod. VIG,parTrue_maskvar mod. LIG,parTrue_maskvar mod. VCG,parTrue_maskvar mod. LCG,parTrue_maskvar parity,"parTrue_mask['clause', 'var'] clu. VIG","parTrue_mask['clause', 'var'] clu. LIG","parTrue_mask['clause', 'var'] mod. VIG","parTrue_mask['clause', 'var'] mod. LIG","parTrue_mask['clause', 'var'] mod. VCG","parTrue_mask['clause', 'var'] mod. LCG","parTrue_mask['clause', 'var'] parity"
sat_php_221_890_78228.cnf,0.590774951237369,1.0,0.6255503007442724,0.942951630717359,0.8524591646894869,0.7819740589614462,"(221, 1760)","(0.14160328, 0.012326707)","(0.07080164, 0.0061633536)","(0.47477013, 0.010949335)","(0.47071415, 0.016206948)","(0.7331279, 0.0066686636)","(0.7323928, 0.0063282703)","(1238.8, 0.0)","(0.15173677, 0.017128494)","(0.080204286, 0.021511802)","(0.452509, 0.06176991)","(0.4563082, 0.05538468)","(0.71170604, 0.051154483)","(0.71221054, 0.05003744)","(1301.6, 3.4)","(0.15433231, 0.010719834)","(0.07719282, 0.005371379)","(0.46577144, 0.020212783)","(0.46302027, 0.02143142)","(0.72505283, 0.011466626)","(0.7243703, 0.009466069)","(1242.9, 0.2)","(0.15252936, 0.022486147)","(0.08328869, 0.029651098)","(0.44891682, 0.06828786)","(0.45568055, 0.05860843)","(0.70959544, 0.056673087)","(0.71114844, 0.057080995)","(1294.3, 4.9)","(0.15388165, 0.014449119)","(0.12966374, 0.0111585725)","(0.4683014, 0.008218744)","(0.58395255, 0.012821324)","(0.7408848, 0.0038642236)","(0.67939126, 0.007871532)","(197.9, 1132.4)","(0.15491089, 0.023443006)","(0.14033094, 0.050565306)","(0.45180568, 0.07130597)","(0.5569786, 0.07984028)","(0.72045743, 0.06713667)","(0.66241854, 0.062262386)","(202.2, 1199.5)","(0.14510721, 0.01587125)","(0.1259799, 0.009927827)","(0.4675018, 0.023018986)","(0.58536077, 0.019325754)","(0.74246913, 0.011588003)","(0.68269825, 0.009530796)","(202.5, 1128.1)","(0.15510632, 0.024825241)","(0.13849118, 0.052470513)","(0.4435187, 0.07397397)","(0.5575813, 0.08724441)","(0.7203776, 0.06779689)","(0.6624054, 0.05952949)","(203.3, 1184.9)"
sat_subsetcard_16_120_64659.cnf,0.75,0.5,0.375,0.615234375,0.48611111111111116,0.464550472589792,"(16, 560)","(0.027971178, 0.019481493)","(0.013985589, 0.009740747)","(0.9503466, 0.011991678)","(0.9503466, 0.011991678)","(0.984769, 0.003444465)","(0.984769, 0.003444465)","(322.1, 0.0)","(0.08798898, 0.16581266)","(0.06392714, 0.14577237)","(0.8866528, 0.16015698)","(0.90078914, 0.11602554)","(0.9442612, 0.12569702)","(0.94715464, 0.116800256)","(324.2, 12.0)","(0.06653641, 0.12177721)","(0.021385765, 0.024066456)","(0.872664, 0.23620501)","(0.8914319, 0.17699647)","(0.9444728, 0.12671888)","(0.9466564, 0.1198308)","(300.4, 4.7)","(0.13631871, 0.30417126)","(0.10765278, 0.27681592)","(0.8499551, 0.29885796)","(0.8518549, 0.29285467)","(0.90545523, 0.25100693)","(0.9115327, 0.23192072)","(309.1, 33.2)","(0.043776106, 0.018434495)","(0.022185128, 0.009028577)","(0.9504412, 0.011157492)","(0.95221204, 0.011125779)","(0.9844738, 0.0025071416)","(0.7804065, 0.008621241)","(15.6, 317.8)","(0.08690582, 0.15299816)","(0.047481548, 0.08757783)","(0.8892296, 0.16861413)","(0.89470816, 0.15928912)","(0.9452089, 0.12573306)","(0.7550839, 0.10993935)","(15.9, 338.1)","(0.0700488, 0.087797)","(0.034965925, 0.042088013)","(0.8601038, 0.22381069)","(0.86963856, 0.21133319)","(0.94228613, 0.12316659)","(0.7589844, 0.057396725)","(15.8, 297.3)","(0.13689388, 0.303402)","(0.102876104, 0.2593693)","(0.8503418, 0.29932022)","(0.8624759, 0.26760706)","(0.9045132, 0.25118095)","(0.72676504, 0.18933037)","(15.5, 337.8)"
sat_tseitin_20_98_3748.cnf,0.49452380952380953,0.4652469752469751,0.2763313609467456,0.28030166456342764,0.4782992451911371,0.4034346846846847,"(222, 222)","(0.021768013, 0.012243135)","(0.0108840065, 0.0061215675)","(0.9424795, 0.015780384)","(0.9424795, 0.015780384)","(0.98874557, 0.0017019896)","(0.98874557, 0.0017019896)","(264.6, 0.0)","(0.07329966, 0.18386205)","(0.050760396, 0.13641848)","(0.9004563, 0.13680819)","(0.91330403, 0.09632376)","(0.95479137, 0.10794043)","(0.9597974, 0.09211292)","(271.3, 8.0)","(0.041880853, 0.038617425)","(0.021523762, 0.02101978)","(0.87209976, 0.1833477)","(0.8776553, 0.1659137)","(0.95843726, 0.09278246)","(0.9594162, 0.089687444)","(242.2, 1.6)","(0.12040893, 0.30746073)","(0.0857895, 0.23459369)","(0.8419107, 0.29594314)","(0.84765434, 0.27778837)","(0.9118851, 0.24188547)","(0.9163396, 0.22779918)","(250.0, 26.7)","(0.022458741, 0.015258323)","(0.01193214, 0.008557508)","(0.940117, 0.009838893)","(0.9532944, 0.0055398745)","(0.9895741, 0.0013573756)","(0.9781469, 0.0040713726)","(164.7, 166.5)","(0.0733771, 0.18625422)","(0.06238265, 0.1718948)","(0.89714223, 0.13983639)","(0.9319609, 0.07049641)","(0.95543385, 0.10927897)","(0.9477622, 0.0972646)","(171.4, 171.3)","(0.035846956, 0.036421116)","(0.017975813, 0.016702501)","(0.8862422, 0.17355612)","(0.9214862, 0.095642395)","(0.96080226, 0.08969597)","(0.94839317, 0.08517621)","(154.3, 153.4)","(0.12132001, 0.30886123)","(0.085097395, 0.22808175)","(0.82986975, 0.2938123)","(0.854519, 0.27558792)","(0.9145793, 0.23875344)","(0.91277325, 0.21625844)","(167.5, 170.2)"
unsat_subsetcard_47_623_34049.cnf,0.5121530951318184,1.0,0.4668786982248521,0.9015384615384617,0.6759678937670246,0.7307723121294665,"(2890, 270)","(0.14070214, 0.0072739357)","(0.07783626, 0.003588234)","(0.2696546, 0.0061994656)","(0.27381927, 0.0070206095)","(0.5932603, 0.00461411)","(0.59314644, 0.0040172352)","(2353.1, 18.2)","(0.15568972, 0.048712578)","(0.10745807, 0.08505233)","(0.25204915, 0.048848487)","(0.26628026, 0.02417832)","(0.5649784, 0.08236627)","(0.5663222, 0.07719186)","(2373.2, 87.2)","(0.20766783, 0.21222872)","(0.111878455, 0.100655645)","(0.2469444, 0.074364714)","(0.26048377, 0.05095068)","(0.5765419, 0.048309665)","(0.58016247, 0.042098194)","(2261.7, 92.4)","(0.22676226, 0.27140284)","(0.15518102, 0.23683958)","(0.23795442, 0.08380972)","(0.24970412, 0.07885171)","(0.5528458, 0.11851736)","(0.55518556, 0.109039016)","(2268.6, 193.1)","(0.13729696, 0.0062911585)","(0.16680858, 0.014598033)","(0.26550472, 0.005364196)","(0.34592798, 0.0059183757)","(0.60143, 0.0034263057)","(0.6024686, 0.0035883589)","(2197.4, 255.5)","(0.15771802, 0.04939517)","(0.19126533, 0.065735005)","(0.25603744, 0.046578784)","(0.32944113, 0.057698827)","(0.5745643, 0.08382338)","(0.5767616, 0.081859834)","(2249.7, 257.5)","(0.20769903, 0.21447635)","(0.21265967, 0.14240968)","(0.24270594, 0.07153806)","(0.31717196, 0.08084091)","(0.5829194, 0.05108789)","(0.58554745, 0.048107564)","(2190.1, 252.0)","(0.22282064, 0.2731303)","(0.23164518, 0.20013916)","(0.23847064, 0.083955005)","(0.31783354, 0.09257429)","(0.5621518, 0.122824565)","(0.5660758, 0.11828102)","(2254.0, 256.5)"
sat_subsetcard_16_32_64659.cnf,0.4000000000000001,1.0,0.25,0.875,0.42041015624999994,0.3972981770833333,"(48, 48)","(0.0, 0.0)","(0.0, 0.0)","(0.34166667, 0.30542928)","(0.34166667, 0.30542928)","(0.9863704, 0.0010212718)","(0.9863704, 0.0010212718)","(80.8, 0.0)","(0.07489079, 0.23682548)","(0.041028317, 0.12974294)","(0.17996329, 0.3010251)","(0.18757066, 0.31885812)","(0.97591555, 0.035604455)","(0.97668046, 0.033186324)","(82.1, 1.2)","(0.0, 0.0)","(0.0, 0.0)","(0.16666667, 0.27216554)","(0.16666667, 0.27216554)","(0.9788772, 0.025132535)","(0.9788772, 0.025132535)","(74.9, 0.0)","(0.07477953, 0.22391425)","(0.05789317, 0.17674041)","(0.5265521, 0.19006695)","(0.5463163, 0.14168896)","(0.9213599, 0.20341098)","(0.9248104, 0.1924996)","(79.2, 4.5)","(0.0, 0.0)","(0.0, 0.0)","(0.16666667, 0.27216554)","(0.16666667, 0.27216554)","(0.985793, 0.0010664425)","(0.96575147, 0.0039902753)","(43.7, 43.9)","(0.06408788, 0.20266369)","(0.039618336, 0.12528418)","(0.33205813, 0.35626107)","(0.34309593, 0.37158972)","(0.9719489, 0.044703666)","(0.949035, 0.047565915)","(44.1, 43.3)","(0.0, 0.0)","(0.0, 0.0)","(0.31666666, 0.27722168)","(0.31666666, 0.27722168)","(0.9782721, 0.024915574)","(0.9589963, 0.023806924)","(41.9, 42.5)","(0.07556299, 0.22638851)","(0.0628164, 0.19230145)","(0.19670187, 0.23855495)","(0.21428362, 0.23645213)","(0.9282316, 0.18207976)","(0.9110934, 0.17496955)","(44.3, 44.0)"
sat_cliquecoloring_75_438.cnf,0.5942383107088981,0.8086171310629529,0.45551354757403917,0.6844713193919543,0.6322843976300199,0.6297482843370867,"(125, 960)","(0.111052155, 0.019929022)","(0.055526078, 0.009964511)","(0.83421814, 0.023395883)","(0.8332745, 0.024011865)","(0.92039573, 0.008968263)","(0.92013377, 0.008841075)","(584.8, 0.0)","(0.11980291, 0.06523517)","(0.0637385, 0.04439009)","(0.7893592, 0.14692946)","(0.7935982, 0.13420399)","(0.893371, 0.09403918)","(0.8939217, 0.092512995)","(625.0, 2.8)","(0.108809195, 0.023348281)","(0.05439288, 0.011641917)","(0.77444184, 0.1395708)","(0.7753097, 0.13963841)","(0.8915154, 0.076579295)","(0.89170426, 0.07775267)","(570.7, 0.8)","(0.1368321, 0.10731814)","(0.07560475, 0.07602278)","(0.75572556, 0.22549576)","(0.7670976, 0.19492835)","(0.87122566, 0.15327077)","(0.873699, 0.14568725)","(591.9, 36.9)","(0.11956699, 0.036035877)","(0.07142158, 0.01957732)","(0.8147882, 0.02112452)","(0.88113415, 0.026890017)","(0.92000294, 0.0076538143)","(0.7884324, 0.0069817193)","(111.6, 547.0)","(0.13269423, 0.07225458)","(0.08956651, 0.07600757)","(0.7938564, 0.15175825)","(0.85197556, 0.13665281)","(0.8948437, 0.10529084)","(0.76345605, 0.09480402)","(112.1, 586.4)","(0.11343908, 0.021930648)","(0.0711874, 0.017816728)","(0.7893489, 0.14311773)","(0.8636507, 0.11650406)","(0.90544736, 0.06663947)","(0.78972244, 0.026973527)","(114.1, 521.0)","(0.1447468, 0.105386466)","(0.10717501, 0.12611191)","(0.75450695, 0.22192584)","(0.8116425, 0.21709226)","(0.8748683, 0.15419267)","(0.7537413, 0.111472145)","(113.4, 582.3)"
sat_php_219_872_18822.cnf,0.5911097238244364,1.0,0.5623022344012438,0.9425322881336902,0.8511822663882567,0.7783577983862785,"(219, 1724)","(0.14816563, 0.009381948)","(0.074082814, 0.004690974)","(0.48949966, 0.0117495125)","(0.49098882, 0.011992068)","(0.73787344, 0.0059385886)","(0.73866284, 0.00816603)","(1209.2, 0.0)","(0.16300978, 0.017395511)","(0.0848238, 0.017171)","(0.45821634, 0.05957096)","(0.46180367, 0.057495184)","(0.71759015, 0.050059445)","(0.71810454, 0.051018205)","(1265.3, 3.0)","(0.13766918, 0.010764174)","(0.06883459, 0.005382087)","(0.48564333, 0.017942473)","(0.48397127, 0.018337084)","(0.73688704, 0.0096164085)","(0.73554814, 0.010093406)","(1194.0, 0.1)","(0.15226023, 0.01984549)","(0.08461548, 0.033689376)","(0.45958272, 0.07261348)","(0.46278024, 0.059051286)","(0.7157296, 0.05944014)","(0.7166258, 0.060542103)","(1257.6, 5.7)","(0.15634117, 0.01755641)","(0.12744085, 0.013172423)","(0.4806283, 0.008054335)","(0.59641945, 0.0049995454)","(0.7477337, 0.004694695)","(0.6874086, 0.00873467)","(199.1, 1101.7)","(0.15697022, 0.026317872)","(0.1389281, 0.045383584)","(0.45923024, 0.06936912)","(0.57484174, 0.083412826)","(0.73070854, 0.068382114)","(0.6668905, 0.062508106)","(199.4, 1155.6)","(0.13845016, 0.012939949)","(0.12364209, 0.012569008)","(0.4725216, 0.023681924)","(0.5920503, 0.020236049)","(0.74423486, 0.012170439)","(0.68463403, 0.010409493)","(198.5, 1098.1)","(0.1538833, 0.021905841)","(0.13999733, 0.050967928)","(0.4558608, 0.080288574)","(0.5674056, 0.08739822)","(0.7245385, 0.06872786)","(0.6663453, 0.060827293)","(199.5, 1165.0)"
sat_php_188_805_95853.cnf,0.5474971028046881,1.0,0.5777871546433323,0.9482505027178181,0.8491312390788048,0.7783108066216134,"(188, 1590)","(0.15321489, 0.024085652)","(0.07660744, 0.012042826)","(0.5362196, 0.015226266)","(0.53423756, 0.014742964)","(0.76253355, 0.005602181)","(0.7618304, 0.0054404256)","(1078.5, 0.0)","(0.15764877, 0.020770814)","(0.08251399, 0.019971816)","(0.51238847, 0.07535031)","(0.5144202, 0.068357415)","(0.7465017, 0.05809655)","(0.746973, 0.057594817)","(1133.7, 2.7)","(0.14882722, 0.014719163)","(0.07441361, 0.0073595815)","(0.52656555, 0.036399763)","(0.52590233, 0.036186174)","(0.7589307, 0.02188272)","(0.75709933, 0.023057494)","(1068.4, 0.0)","(0.15543738, 0.021867441)","(0.09167575, 0.051600363)","(0.5010108, 0.095537536)","(0.5107174, 0.07462088)","(0.74027926, 0.07175719)","(0.7401327, 0.07019521)","(1122.5, 11.3)","(0.1468546, 0.010283097)","(0.112052105, 0.0059957793)","(0.5413191, 0.018191228)","(0.6540302, 0.020307725)","(0.7834955, 0.0072620334)","(0.7023205, 0.008495728)","(169.4, 974.1)","(0.1596563, 0.026555896)","(0.1334499, 0.04889079)","(0.506621, 0.08476868)","(0.6166442, 0.0913743)","(0.7559799, 0.07277107)","(0.6786286, 0.06200054)","(172.1, 1032.5)","(0.1501971, 0.0152509315)","(0.118113495, 0.012404476)","(0.51693743, 0.035869326)","(0.6247738, 0.03663745)","(0.7695844, 0.020094082)","(0.69656724, 0.007138143)","(170.0, 977.0)","(0.15280928, 0.023167238)","(0.12999491, 0.055097055)","(0.50139093, 0.09554739)","(0.6123362, 0.10655243)","(0.7517554, 0.07939557)","(0.67573607, 0.06565748)","(172.3, 1029.9)"
sat_op_28_119_93390.cnf,0.5454545454545451,0.22751466845479465,0.18452380952380953,0.2254091826974174,0.42031525614561827,0.38402099431403997,"(181, 184)","(0.012675832, 0.015194498)","(0.006337916, 0.007597249)","(0.9174272, 0.019263348)","(0.9174272, 0.019263348)","(0.9901886, 0.0016923639)","(0.9901886, 0.0016923639)","(221.6, 0.0)","(0.07921688, 0.18702832)","(0.04277139, 0.103502885)","(0.8948949, 0.090563)","(0.89885885, 0.078250416)","(0.9667975, 0.07355117)","(0.96746445, 0.07144234)","(238.1, 1.6)","(0.016250212, 0.015558402)","(0.008125106, 0.007779201)","(0.88574487, 0.095272675)","(0.88574487, 0.095272675)","(0.97039396, 0.060995575)","(0.97039396, 0.060995575)","(209.3, 0.0)","(0.084829286, 0.23506007)","(0.04806488, 0.13538174)","(0.8405398, 0.2752295)","(0.8543388, 0.23161295)","(0.92539674, 0.204005)","(0.93009186, 0.18915822)","(221.8, 17.3)","(0.011440724, 0.010669211)","(0.005720362, 0.0053346055)","(0.9201369, 0.027911924)","(0.9312253, 0.024275448)","(0.99087715, 0.00092272647)","(0.9816686, 0.0025400626)","(138.1, 138.9)","(0.064014345, 0.18441151)","(0.049805205, 0.1478786)","(0.8994896, 0.092180535)","(0.9273613, 0.030794624)","(0.9667112, 0.07676919)","(0.9584225, 0.075101174)","(143.3, 147.4)","(0.0198062, 0.0313624)","(0.011602724, 0.020148223)","(0.89151704, 0.122453764)","(0.92527664, 0.04117047)","(0.9723873, 0.059130598)","(0.9622278, 0.055758275)","(131.3, 134.2)","(0.09106417, 0.23918873)","(0.049808323, 0.13151334)","(0.8421604, 0.27919185)","(0.8673169, 0.23294993)","(0.9265374, 0.2010186)","(0.9186653, 0.19098182)","(145.0, 147.2)"
sat_4clique_40_604_65687.cnf,0.8180264875793336,0.9090132437896667,0.07615416666666666,0.3949704142011834,0.4637617065556711,0.4689487578328693,"(40, 1200)","(0.1214046, 0.020328408)","(0.0607023, 0.010164204)","(0.7657178, 0.021919904)","(0.7639825, 0.020400405)","(0.8883192, 0.0077431286)","(0.88783133, 0.0066763246)","(672.8, 0.0)","(0.13186708, 0.04268367)","(0.06631045, 0.022457391)","(0.70963526, 0.10804379)","(0.7115149, 0.1050571)","(0.8565596, 0.071571104)","(0.85789996, 0.07008928)","(735.7, 0.2)","(0.14352545, 0.06518016)","(0.073412634, 0.037460048)","(0.70490324, 0.1774008)","(0.7142678, 0.14411552)","(0.8568171, 0.096171185)","(0.85815793, 0.09250497)","(655.6, 9.6)","(0.1932672, 0.21438166)","(0.09612054, 0.10558044)","(0.685937, 0.23052973)","(0.6973813, 0.19871335)","(0.8374268, 0.15291452)","(0.8396109, 0.14282475)","(671.5, 50.4)","(0.116152726, 0.017190497)","(0.06317995, 0.009764319)","(0.7731086, 0.026762282)","(0.80009186, 0.023667268)","(0.8917278, 0.010327152)","(0.68815446, 0.011344074)","(38.4, 654.7)","(0.14617333, 0.061078943)","(0.08192859, 0.040453065)","(0.71838707, 0.120670065)","(0.7473806, 0.12068163)","(0.8584873, 0.08464569)","(0.6638049, 0.06594108)","(38.9, 716.6)","(0.14905842, 0.06463032)","(0.082424365, 0.036100306)","(0.6922126, 0.17696324)","(0.72416323, 0.165879)","(0.8546942, 0.097178936)","(0.678267, 0.036118034)","(38.7, 642.1)","(0.18382671, 0.22327234)","(0.117333874, 0.17353429)","(0.67695403, 0.22649081)","(0.7060012, 0.22089496)","(0.83293647, 0.15617116)","(0.65156204, 0.094795994)","(39.2, 716.1)"
sat_dominating_60_970_71978.cnf,0.6879900410441191,0.7977722724401262,0.19221127639488184,0.39991371255315505,0.546470260637113,0.5364478562248874,"(150, 1860)","(0.14968394, 0.010657191)","(0.07484197, 0.0053285956)","(0.4562129, 0.010267004)","(0.4574658, 0.009898872)","(0.7210759, 0.0037885676)","(0.7208513, 0.003469253)","(1274.8, 0.0)","(0.14974537, 0.016261913)","(0.07820755, 0.016046586)","(0.44569173, 0.052536324)","(0.4467296, 0.048175342)","(0.7109885, 0.04252985)","(0.71105146, 0.04292418)","(1322.3, 2.4)","(0.1719077, 0.061313335)","(0.09393372, 0.055642474)","(0.4281372, 0.09945522)","(0.44264072, 0.066651225)","(0.7018154, 0.056935877)","(0.7048249, 0.051231608)","(1235.2, 23.3)","(0.20440774, 0.16882096)","(0.100222446, 0.078172654)","(0.42144737, 0.13023159)","(0.43144822, 0.100999616)","(0.6905545, 0.10024495)","(0.69194186, 0.08989249)","(1272.3, 67.4)","(0.15115389, 0.014373566)","(0.11277284, 0.010366775)","(0.46665353, 0.015092959)","(0.5474071, 0.010981153)","(0.735745, 0.0072538764)","(0.6550927, 0.005519215)","(139.6, 1179.2)","(0.15579733, 0.023788378)","(0.12779102, 0.03509375)","(0.4499781, 0.06422954)","(0.5307499, 0.075661846)","(0.7186721, 0.060333338)","(0.6351838, 0.049833678)","(139.6, 1247.7)","(0.17632443, 0.06932933)","(0.13578174, 0.048406694)","(0.43120393, 0.10080731)","(0.51694554, 0.10468448)","(0.7125739, 0.06284433)","(0.6405875, 0.03626054)","(140.1, 1172.4)","(0.20371532, 0.17095512)","(0.16763377, 0.1615277)","(0.4195191, 0.12717311)","(0.50183934, 0.13740787)","(0.6957894, 0.103446536)","(0.6254841, 0.07682755)","(142.1, 1245.7)"
unsat_tiling_10_118_87321.cnf,1.0,1.0,0.0,0.5,0.3520125501724235,0.47912359583050207,"(50, 216)","(0.008353477, 0.015593499)","(0.0041767387, 0.0077967495)","(0.87780046, 0.054374356)","(0.87780046, 0.054374356)","(0.9910056, 0.0013725272)","(0.9910056, 0.0013725272)","(176.9, 0.0)","(0.060045492, 0.16059884)","(0.030022746, 0.08029942)","(0.8869395, 0.02030992)","(0.8869395, 0.02030992)","(0.9810708, 0.027827995)","(0.98093164, 0.028267385)","(185.7, 0.0)","(0.010151515, 0.026340697)","(0.0050757574, 0.0131703485)","(0.82413816, 0.19911101)","(0.8411795, 0.14813158)","(0.96000516, 0.09995257)","(0.9567507, 0.11024377)","(163.4, 1.1)","(0.105650365, 0.3143679)","(0.08058587, 0.24494846)","(0.7916304, 0.28083274)","(0.79657924, 0.2653412)","(0.9220165, 0.21769628)","(0.92870826, 0.19653533)","(171.9, 14.2)","(0.008445499, 0.011739989)","(0.0044235536, 0.0060093165)","(0.89099324, 0.029924931)","(0.8985488, 0.020393034)","(0.9909333, 0.0010087956)","(0.93927544, 0.009810278)","(45.9, 153.3)","(0.058173306, 0.15961358)","(0.036741488, 0.10398558)","(0.88073206, 0.06692511)","(0.89179194, 0.058340497)","(0.97742575, 0.042083915)","(0.90886414, 0.078149706)","(46.3, 160.8)","(0.03541725, 0.0991281)","(0.013541959, 0.036443453)","(0.8418291, 0.17793417)","(0.8580977, 0.14913349)","(0.95893395, 0.09888812)","(0.908816, 0.08593551)","(43.4, 141.7)","(0.10557246, 0.30661836)","(0.07445158, 0.22179684)","(0.7799276, 0.27564442)","(0.79266435, 0.2487148)","(0.9246849, 0.2107886)","(0.88087827, 0.19029216)","(46.6, 158.3)"
sat_3clique_39_666_750.cnf,0.90131886014635,0.9506594300731745,0.020573561829883374,0.4310018903591683,0.4627742221148816,0.4683376782437505,"(39, 1326)","(0.14309648, 0.020882567)","(0.07154824, 0.010441284)","(0.69937176, 0.020613126)","(0.69828576, 0.02280591)","(0.8527807, 0.010935361)","(0.85280025, 0.010972364)","(771.5, 0.0)","(0.14673962, 0.03903726)","(0.07460926, 0.023026802)","(0.6692692, 0.09553368)","(0.669194, 0.09353276)","(0.8326864, 0.06818758)","(0.83273935, 0.06719618)","(818.3, 0.7)","(0.15710029, 0.08576327)","(0.082527, 0.055174697)","(0.64136136, 0.16995603)","(0.65306675, 0.13712297)","(0.8233053, 0.09382643)","(0.8251135, 0.090017155)","(735.5, 13.9)","(0.20991209, 0.22323814)","(0.10495702, 0.11162216)","(0.63790095, 0.21447733)","(0.6466999, 0.18852699)","(0.8090576, 0.14774236)","(0.8125466, 0.13839334)","(756.1, 56.9)","(0.12947664, 0.027021024)","(0.071397305, 0.01289334)","(0.6882466, 0.028894188)","(0.7185375, 0.030035228)","(0.85459423, 0.012851499)","(0.6643199, 0.012125833)","(38.1, 753.8)","(0.1424875, 0.045328435)","(0.08299015, 0.036747027)","(0.6720897, 0.11927494)","(0.70128214, 0.11931256)","(0.834849, 0.084709615)","(0.6511756, 0.061891027)","(38.0, 795.9)","(0.16422696, 0.07109077)","(0.08882199, 0.041002482)","(0.6561426, 0.1766405)","(0.68638813, 0.16807893)","(0.8335659, 0.09682408)","(0.6597164, 0.03764171)","(38.0, 708.6)","(0.20280142, 0.23415871)","(0.12913294, 0.18317781)","(0.62200725, 0.21150105)","(0.6579027, 0.20440301)","(0.803444, 0.14871329)","(0.633815, 0.09092159)","(37.7, 807.0)"
unsat_dominating_80_1810_66379.cnf,0.7115995151491303,0.8435026098587033,0.24723112385450047,0.35638447455564937,0.5168963174933519,0.5189021934195318,"(220, 3500)","(0.14584784, 0.004867988)","(0.113609314, 0.003864055)","(0.21750852, 0.004830222)","(0.23326626, 0.0030720017)","(0.55092144, 0.002151343)","(0.5524262, 0.0029550164)","(2916.3, 58.3)","(0.14693244, 0.004809725)","(0.1108274, 0.013981792)","(0.2166059, 0.010449139)","(0.2326974, 0.009371648)","(0.5499478, 0.010495662)","(0.55080336, 0.010947307)","(2952.0, 63.4)","(0.18562262, 0.13190646)","(0.1348634, 0.056517657)","(0.20431611, 0.046210088)","(0.228129, 0.030593086)","(0.5426795, 0.031012151)","(0.54473513, 0.024755368)","(2836.9, 142.7)","(0.20333615, 0.1729404)","(0.1354031, 0.06985669)","(0.20475638, 0.05402284)","(0.22437862, 0.037082873)","(0.53703755, 0.047272574)","(0.54013234, 0.04207411)","(2871.7, 162.4)","(0.14519118, 0.005477173)","(0.17609657, 0.0119354045)","(0.21706073, 0.006086446)","(0.2692722, 0.0058300574)","(0.55709374, 0.004626253)","(0.5306617, 0.0044092895)","(212.7, 2815.3)","(0.14954802, 0.011722126)","(0.18373005, 0.020999817)","(0.21176331, 0.015573058)","(0.26577935, 0.020071793)","(0.54773915, 0.022320794)","(0.5210303, 0.021463675)","(213.4, 2840.2)","(0.18575558, 0.1284361)","(0.20378363, 0.090254106)","(0.20412914, 0.04456672)","(0.254093, 0.047634523)","(0.54583025, 0.034272738)","(0.5205161, 0.025150929)","(212.6, 2790.8)","(0.20319739, 0.17973949)","(0.22906232, 0.15080772)","(0.19967122, 0.05369502)","(0.2511857, 0.056800697)","(0.53713036, 0.05298961)","(0.5105656, 0.042376366)","(213.8, 2846.9)"
